"","Parcel.Number","APN","Date.Sold","KIVA.PIN","Address.Number","Street","Street.Type","Combined.Full.Address","City","State","Longitude","Latitude","Land.Bank"
"1190","K2013-02010","29710022900000000",2014-08-01,26628,"2701","OLIVE","ST","2701   OLIVE ST","Kansas City","Missouri",-94.55448571,39.0769639,"Yes"
"1191","K2013-02011","29710030100000000",2014-08-01,26631,"2700","OLIVE","ST","2700   OLIVE ST","Kansas City","Missouri",-94.55506574,39.07707349,"Yes"
"1192","K2013-02015","29710041800000000",2014-08-01,26506,"2744","PARK","AVE","2744   PARK AVE","Kansas City","Missouri",-94.5563385,39.07556068,"Yes"
"1193","K2013-02016","29710042000000000",2014-08-01,26504,"2738","PARK","AVE","2738   PARK AVE","Kansas City","Missouri",-94.5563291,39.07574644,"Yes"
"1194","K2013-02022","29710111700000000",2014-08-01,26965,"2937","WABASH","AVE","2937   WABASH AVE","Kansas City","Missouri",-94.5535784,39.07203671,"Yes"
"1195","K2013-02035","29710253600000000",2014-08-01,26946,"3008","WABASH","AVE","3008   WABASH AVE","Kansas City","Missouri",-94.5542523,39.07132678,"Yes"
"1196","K2013-02039","29720050300000000",2014-08-01,27114,"1409","27TH","TER","1409  E 27TH TER","Kansas City","Missouri",-94.56597405,39.07662149,"Yes"
"1197","K2013-02040","29720050700000000",2014-08-01,27129,"2725","GROVE","ST","2725   GROVE ST","Kansas City","Missouri",-94.56621843,39.07650142,"Yes"
"1198","K2013-02048","29720191000000000",2014-08-01,27379,"2943","HIGHLAND","AVE","2943   HIGHLAND AVE","Kansas City","Missouri",-94.56281745,39.07234133,"Yes"
"1199","K2013-02049","29720191100000000",2014-08-01,27380,"2945","HIGHLAND","AVE","2945   HIGHLAND AVE","Kansas City","Missouri",-94.56282207,39.07224512,"Yes"
"1200","K2013-02051","29720191800000000",2014-08-01,27546,"2926","WOODLAND","AVE","2926   WOODLAND AVE","Kansas City","Missouri",-94.56230638,39.07258662,"Yes"
"1201","K2013-02057","29720312300000000",2014-08-01,27395,"3022","WOODLAND","AVE","3022   WOODLAND AVE","Kansas City","Missouri",-94.5623925,39.07108569,"Yes"
"1202","K2013-02072","29730154900000000",2014-08-01,125938,"3428","WOODLAND","AVE","3428   WOODLAND AVE","Kansas City","Missouri",-94.56274897,39.06380977,"Yes"
"1203","K2013-02077","29730175700000000",2014-08-01,126004,"3342","WAYNE","AVE","3342   WAYNE AVE","Kansas City","Missouri",-94.5649895,39.06488881,"Yes"
"1204","K2013-02116","29810011600000000",2014-08-01,126723,"2739","HARRISON","ST","2739   HARRISON ST","Kansas City","Missouri",-94.57196187,39.07627441,"Yes"
"1205","K2013-02120","29810172200000000",2014-08-01,126841,"2816","CAMPBELL","ST","2816   CAMPBELL ST","Kansas City","Missouri",-94.57415604,39.07549254,"Yes"
"1206","K2013-02165","29910152100000000",2014-08-01,128839,"3025","JARBOE","ST","3025   JARBOE ST","Kansas City","Missouri",-94.59765083,39.07238808,"Yes"
"1207","K2013-02175","30110080800000000",2014-08-01,133933,"3523","WOODLAND","AVE","3523   WOODLAND AVE","Kansas City","Missouri",-94.56215878,39.06201118,"Yes"
"1208","K2013-02178","30110091600000000",2014-08-01,133967,"3633","WOODLAND","AVE","3633   WOODLAND AVE","Kansas City","Missouri",-94.56227556,39.05988205,"Yes"
"1209","K2013-02179","30110110100000000",2014-08-01,134007,"2017","36TH","ST","2017  E 36TH ST","Kansas City","Missouri",-94.55925161,39.06078264,"Yes"
"1210","K2013-02185","30110151500000000",2014-08-01,133835,"3647","OLIVE","ST","3647   OLIVE ST","Kansas City","Missouri",-94.55542579,39.05952197,"Yes"
"1211","K2013-02186","30110160600000000",2014-08-01,133818,"3615","WABASH","AVE","3615   WABASH AVE","Kansas City","Missouri",-94.55414233,39.06035562,"Yes"
"1212","K2013-02187","30110161600000000",2014-08-01,133808,"3646","PROSPECT","AVE","3646   PROSPECT AVE","Kansas City","Missouri",-94.55373595,39.05947037,"Yes"
"1213","K2013-02200","30110281100000000",2014-08-01,134141,"3813","GARFIELD","AVE","3813   GARFIELD AVE","Kansas City","Missouri",-94.55929025,39.05715099,"Yes"
"1214","K2013-02202","30110283400000000",2014-08-01,134168,"3826","BROOKLYN","AVE","3826   BROOKLYN AVE","Kansas City","Missouri",-94.55834645,39.05644437,"Yes"
"1215","K2013-02203","30110291200000000",2014-08-01,134246,"3829","BROOKLYN","AVE","3829   BROOKLYN AVE","Kansas City","Missouri",-94.55770972,39.05648088,"Yes"
"1216","K2013-02214","30120022900000000",2014-08-01,134680,"3532","HIGHLAND","AVE","3532   HIGHLAND AVE","Kansas City","Missouri",-94.563977,39.061729,"Yes"
"1217","K2013-02215","30120031400000000",2014-08-01,134491,"3533","FLORA","AVE","3533   FLORA AVE","Kansas City","Missouri",-94.56560848,39.06174841,"Yes"
"1218","K2013-02217","30120034701000000",2014-08-01,228141,"3622","WAYNE","AVE","3622   WAYNE AVE","Kansas City","Missouri",-94.56522602,39.06039669,"Yes"
"1219","K2013-02218","30120045300000000",2014-08-01,134453,"3526","FLORA","AVE","3526   FLORA AVE","Kansas City","Missouri",-94.56628577,39.06204725,"Yes"
"1220","K2013-02228","30120173800000000",2014-08-01,135217,"3734","WAYNE","AVE","3734   WAYNE AVE","Kansas City","Missouri",-94.56536484,39.05802215,"Yes"
"1221","K2013-02251","30130160300000000",2014-08-01,135426,"4005","HIGHLAND","AVE","4005   HIGHLAND AVE","Kansas City","Missouri",-94.56380571,39.05377923,"Yes"
"1222","K2013-02252","30130161400000000",2014-08-01,135414,"1702","41ST","ST","1702  E 41ST ST","Kansas City","Missouri",-94.56389244,39.05245785,"Yes"
"1223","K2013-02276","30130310800000000",2014-08-01,136180,"1601","42ND","ST","1601  E 42ND ST","Kansas City","Missouri",-94.56531724,39.05022713,"Yes"
"1224","K2013-02277","30130312400000000",2014-08-01,136084,"1614","43RD","ST","1614  E 43RD ST","Kansas City","Missouri",-94.56462692,39.0487793,"Yes"
"1225","K2013-02286","30140062600000000",2014-08-01,136592,"3928","GARFIELD","AVE","3928   GARFIELD AVE","Kansas City","Missouri",-94.55976673,39.05455082,"Yes"
"1226","K2013-02294","30140132400000000",2014-08-01,136419,"4022","PARK","AVE","4022   PARK AVE","Kansas City","Missouri",-94.55752972,39.05293386,"Yes"
"1227","K2013-02295","30140141400000000",2014-08-01,136462,"4037","PARK","AVE","4037   PARK AVE","Kansas City","Missouri",-94.55689895,39.05241814,"Yes"
"1228","K2013-02296","30140143600000000",2014-08-01,136442,"4004","OLIVE","ST","4004   OLIVE ST","Kansas City","Missouri",-94.55636101,39.05346479,"Yes"
"1229","K2013-02299","30140152400000000",2014-08-01,136486,"4036","WABASH","AVE","4036   WABASH AVE","Kansas City","Missouri",-94.55519863,39.05246813,"Yes"
"1230","K2013-02308","30140222900000000",2014-08-01,136798,"4112","GARFIELD","AVE","4112   GARFIELD AVE","Kansas City","Missouri",-94.5599354,39.05154058,"Yes"
"1231","K2013-02310","30140223100000000",2014-08-01,136796,"4106","GARFIELD","AVE","4106   GARFIELD AVE","Kansas City","Missouri",-94.55992555,39.05171914,"Yes"
"1232","K2013-02312","30140271600000000",2014-08-01,136729,"4237","EUCLID","AVE","4237   EUCLID AVE","Kansas City","Missouri",-94.56058138,39.048906,"Yes"
"1233","K2013-02316","30140322200000000",2014-08-01,137066,"4234","PROSPECT","AVE","4234   PROSPECT AVE","Kansas City","Missouri",-94.55431425,39.04876522,"Yes"
"1234","K2013-02362","30610051600000000",2014-08-01,137237,"4341","GARFIELD","AVE","4341   GARFIELD AVE","Kansas City","Missouri",-94.55953232,39.04691575,"Yes"
"1235","K2013-02369","30610112600000000",2014-08-01,137286,"4416","GARFIELD","AVE","4416   GARFIELD AVE","Kansas City","Missouri",-94.56022474,39.0460141,"Yes"
"1236","K2013-02371","30610132000000000",2014-08-01,137203,"4428","PARK","AVE","4428   PARK AVE","Kansas City","Missouri",-94.55792577,39.04548901,"Yes"
"1237","K2013-02372","30610132100000000",2014-08-01,137202,"4426","PARK","AVE","4426   PARK AVE","Kansas City","Missouri",-94.55791851,39.04562099,"Yes"
"1238","K2013-02377","30610191700000000",2014-08-01,137423,"4540","OLIVE","ST","4540   OLIVE ST","Kansas City","Missouri",-94.55689985,39.04325017,"Yes"
"1239","K2013-02383","30620023100000000",2014-08-01,137631,"4316","HIGHLAND","AVE","4316   HIGHLAND AVE","Kansas City","Missouri",-94.56479553,39.04793454,"Yes"
"1240","K2013-02384","30620023200000000",2014-08-01,137632,"4314","HIGHLAND","AVE","4314   HIGHLAND AVE","Kansas City","Missouri",-94.56479014,39.04803088,"Yes"
"1241","K2013-02385","30620023300000000",2014-08-01,137633,"4310","HIGHLAND","AVE","4310   HIGHLAND AVE","Kansas City","Missouri",-94.56478475,39.04812725,"Yes"
"1242","K2013-02396","30620132502000000",2014-08-01,259978,"4412","FLORA","AVE","4412   FLORA AVE","Kansas City","Missouri",-94.56717287,39.04655295,"Yes"
"1243","K2013-02410","30630150900000000",2014-08-01,138331,"1515","49TH","TER","1515  E 49TH TER","Kansas City","Missouri",-94.56616903,39.03666677,"Yes"
"1244","K2013-02422","30640272500000000",2014-08-01,138799,"5006","MICHIGAN","AVE","5006   MICHIGAN AVE","Kansas City","Missouri",-94.5631403,39.03557895,"Yes"
"1245","K2013-02434","30710022800000000",2014-08-01,145350,"5120","WABASH","AVE","5120   WABASH AVE","Kansas City","Missouri",-94.55629174,39.0329712,"Yes"
"1246","K2013-02436","30710030900000000",2014-08-01,145367,"5117","PARK","AVE","5117   PARK AVE","Kansas City","Missouri",-94.55794465,39.03304698,"Yes"
"1247","K2013-02444","30710140800000000",2014-08-01,145312,"5218","OLIVE","ST","5218   OLIVE ST","Kansas City","Missouri",-94.5575693,39.03094652,"Yes"
"1248","K2013-02445","30710152600000000",2014-08-01,145293,"5206","WABASH","AVE","5206   WABASH AVE","Kansas City","Missouri",-94.55636611,39.03155179,"Yes"
"1249","K2013-02446","30710161000000000",2014-08-01,145285,"5217","WABASH","AVE","5217   WABASH AVE","Kansas City","Missouri",-94.5557439,39.03098198,"Yes"
"1250","K2013-02514","30740203100000000",2014-08-01,148334,"5714","PARK","AVE","5714   PARK AVE","Kansas City","Missouri",-94.55926937,39.02231781,"Yes"
"1251","K2013-02533","31120170300000000",2014-08-01,32471,"3619","TOPPING","AVE","3619   TOPPING AVE","Kansas City","Missouri",-94.51613865,39.0585701,"Yes"
"1252","K2013-02534","31120171900000000",2014-08-01,32561,"3716","BELLAIRE","AVE","3716   BELLAIRE AVE","Kansas City","Missouri",-94.51572216,39.05701696,"Yes"
"1253","K2013-02542","31210090200000000",2014-08-01,30916,"5619","36TH","ST","5619  E 36TH ST","Kansas City","Missouri",-94.51692489,39.05963211,"Yes"
"1254","K2013-02545","31210100600000000",2014-08-01,30925,"5617","36TH","TER","5617  E 36TH TER","Kansas City","Missouri",-94.51749972,39.05862128,"Yes"
"1255","K2013-02547","31210190100000000",2014-08-01,31016,"5209","39TH","ST","5209  E 39TH ST","Kansas City","Missouri",-94.52331495,39.05454042,"Yes"
"1256","K2013-02552","31220081500000000",2014-08-01,31179,"4222","36TH","ST","4222  E 36TH ST","Kansas City","Missouri",-94.53387794,39.06047366,"Yes"
"1257","K2013-02557","31220121400000000",2014-08-01,31062,"4612","37TH","ST","4612  E 37TH ST","Kansas City","Missouri",-94.52949485,39.05845702,"Yes"
"1258","K2013-02561","31220171500000000",2014-08-01,31337,"4663","37TH","TER","4663  E 37TH TER","Kansas City","Missouri",-94.52822642,39.05605342,"Yes"
"1259","K2013-02566","31230071300000000",2014-08-01,31648,"3931","JACKSON","AVE","3931   JACKSON AVE","Kansas City","Missouri",-94.53487736,39.05369185,"Yes"
"1260","K2013-02567","31230102000000000",2014-08-01,31653,"4041","KENSINGTON","AVE","4041   KENSINGTON AVE","Kansas City","Missouri",-94.53268825,39.05156712,"Yes"
"1261","K2013-02572","31230193300000000",2014-08-01,31718,"4238","SPRUCE","AVE","4238   SPRUCE AVE","Kansas City","Missouri",-94.53460606,39.0482312,"Yes"
"1262","K2013-02576","31230203500000000",2014-08-01,31765,"4408","43RD","ST","4408  E 43RD ST","Kansas City","Missouri",-94.53269284,39.04778069,"Yes"
"1263","K2013-02579","31230221400000000",2014-08-01,31815,"4622","43RD","ST","4622  E 43RD ST","Kansas City","Missouri",-94.52988006,39.04769397,"Yes"
"1264","K2013-02580","31230230800000000",2014-08-01,31819,"4702","43RD","ST","4702  E 43RD ST","Kansas City","Missouri",-94.52952911,39.04768321,"Yes"
"1265","K2013-02581","31230230900000000",2014-08-01,31820,"4708","43RD","ST","4708  E 43RD ST","Kansas City","Missouri",-94.52935534,39.04767807,"Yes"
"1266","K2013-02582","31230231000000000",2014-08-01,31821,"4710","43RD","ST","4710  E 43RD ST","Kansas City","Missouri",-94.52917968,39.04767287,"Yes"
"1267","K2013-02595","31310071600000000",2014-08-01,27918,"3508","36TH","ST","3508  E 36TH ST","Kansas City","Missouri",-94.54242192,39.06074928,"Yes"
"1268","K2013-02625","31310271900000000",2014-08-01,28190,"3832","CLEVELAND","AVE","3832   CLEVELAND AVE","Kansas City","Missouri",-94.54007514,39.05558416,"Yes"
"1269","K2013-02639","31320072300000000",2014-08-01,28629,"3512","CHESTNUT","AVE","3512   CHESTNUT AVE","Kansas City","Missouri",-94.55126776,39.0620911,"Yes"
"1270","K2013-02642","31320090600000000",2014-08-01,28693,"2723","35TH","TER","2723  E 35TH TER","Kansas City","Missouri",-94.55107072,39.06097801,"Yes"
"1271","K2013-02657","31320191100000000",2014-08-01,28994,"3733","MONTGALL","AVE","3733   MONTGALL AVE","Kansas City","Missouri",-94.55197132,39.05781459,"Yes"
"1272","K2013-02676","31320302700000000",2014-08-01,28839,"3814","AGNES","AVE","3814   AGNES AVE","Kansas City","Missouri",-94.54925363,39.05654321,"Yes"
"1273","K2013-02680","31320332600000000",2014-08-01,29029,"3822","MONTGALL","AVE","3822   MONTGALL AVE","Kansas City","Missouri",-94.5527072,39.05639931,"Yes"
"1274","K2013-02681","31320332700000000",2014-08-01,29028,"3818","MONTGALL","AVE","3818   MONTGALL AVE","Kansas City","Missouri",-94.55270247,39.05648715,"Yes"
"1275","K2013-02683","31330012100000000",2014-08-01,29369,"3940","INDIANA","AVE","3940   INDIANA AVE","Kansas City","Missouri",-94.5447977,39.05364149,"Yes"
"1276","K2013-02685","31330030100000000",2014-08-01,29575,"3900","BENTON","BLVD","3900   BENTON BLVD","Kansas City","Missouri",-94.5471258,39.05508803,"Yes"
"1277","K2013-02690","31330050700000000",2014-08-01,29637,"3911","SOUTH BENTON","AVE","3911   SOUTH BENTON AVE","Kansas City","Missouri",-94.5498176,39.05486024,"Yes"
"1278","K2013-02691","31330051600000000",2014-08-01,29628,"3933","SOUTH BENTON","AVE","3933   SOUTH BENTON AVE","Kansas City","Missouri",-94.54985432,39.05411735,"Yes"
"1279","K2013-02697","31330071500000000",2014-08-01,29695,"3928","CHESTNUT","AVE","3928   CHESTNUT AVE","Kansas City","Missouri",-94.55168038,39.05425276,"Yes"
"1280","K2013-02698","31330091500000000",2014-08-01,29819,"4029","PROSPECT","AVE","4029   PROSPECT AVE","Kansas City","Missouri",-94.55338234,39.05225486,"Yes"
"1281","K2013-02699","31330093300000000",2014-08-01,29801,"4004","MONTGALL","AVE","4004   MONTGALL AVE","Kansas City","Missouri",-94.55287417,39.05329504,"Yes"
"1282","K2013-02705","31330111900000000",2014-08-01,29749,"4030","SOUTH BENTON","AVE","4030   SOUTH BENTON AVE","Kansas City","Missouri",-94.55064594,39.05195819,"Yes"
"1283","K2013-02717","31330181800000000",2014-08-01,30230,"4138","BELLEFONTAINE","AVE","4138   BELLEFONTAINE AVE","Kansas City","Missouri",-94.54846954,39.05028252,"Yes"
"1284","K2013-02729","31330261000000000",2014-08-01,29928,"4225","SOUTH BENTON","AVE","4225   SOUTH BENTON AVE","Kansas City","Missouri",-94.55012192,39.04900722,"Yes"
"1285","K2013-02736","31340010200000000",2014-08-01,30414,"4121","39TH","ST","4121  E 39TH ST","Kansas City","Missouri",-94.53557498,39.05459928,"Yes"
"1286","K2013-02737","31340010300000000",2014-08-01,30413,"4109","39TH","ST","4109  E 39TH ST","Kansas City","Missouri",-94.53569856,39.05460308,"Yes"
"1287","K2013-02742","31340030900000000",2014-08-01,30514,"3917","MERSINGTON","AVE","3917   MERSINGTON AVE","Kansas City","Missouri",-94.53821266,39.05430994,"Yes"
"1288","K2013-02755","31340200400000000",2014-08-01,30820,"4109","MONROE","AVE","4109   MONROE AVE","Kansas City","Missouri",-94.54092013,39.05103271,"Yes"
"1289","K2013-02756","31340201800000000",2014-08-01,30779,"4142","CLEVELAND","AVE","4142   CLEVELAND AVE","Kansas City","Missouri",-94.54045456,39.049807,"Yes"
"1290","K2013-02757","31340202600000000",2014-08-01,30771,"4116","CLEVELAND","AVE","4116   CLEVELAND AVE","Kansas City","Missouri",-94.54040441,39.05068719,"Yes"
"1291","K2013-02758","31340202800000000",2014-08-01,30769,"4108","CLEVELAND","AVE","4108   CLEVELAND AVE","Kansas City","Missouri",-94.54039188,39.05090723,"Yes"
"1292","K2013-02759","31340202900000000",2014-08-01,30768,"4106","CLEVELAND","AVE","4106   CLEVELAND AVE","Kansas City","Missouri",-94.54038563,39.05101725,"Yes"
"1293","K2013-02760","31340210100000000",2014-08-01,30852,"4100","MONROE","AVE","4100   MONROE AVE","Kansas City","Missouri",-94.54162514,39.05128615,"Yes"
"1294","K2013-02761","31340210700000000",2014-08-01,30825,"3616","43RD","ST","3616  E 43RD ST","Kansas City","Missouri",-94.54192999,39.0480566,"Yes"
"1295","K2013-02764","31410011100000000",2014-08-01,33799,"4341","NORTON","AVE","4341   NORTON AVE","Kansas City","Missouri",-94.53644386,39.04610364,"Yes"
"1296","K2013-02766","31410050500000000",2014-08-01,34000,"4309","MONROE","AVE","4309   MONROE AVE","Kansas City","Missouri",-94.54100594,39.04728729,"Yes"
"1297","K2013-02767","31410060700000000",2014-08-01,33944,"4311","ASKEW","AVE","4311   ASKEW AVE","Kansas City","Missouri",-94.54215302,39.04710508,"Yes"
"1298","K2013-02769","31410082200000000",2014-08-01,33881,"4326","BALES","AVE","4326   BALES AVE","Kansas City","Missouri",-94.54397774,39.04683286,"Yes"
"1299","K2013-02774","31410110100000000",2014-08-01,33982,"4400","MONROE","AVE","4400   MONROE AVE","Kansas City","Missouri",-94.54172866,39.04584016,"Yes"
"1300","K2013-02779","31410131200000000",2014-08-01,33656,"4441","CLEVELAND","AVE","4441   CLEVELAND AVE","Kansas City","Missouri",-94.53994977,39.0442809,"Yes"
"1301","K2013-02780","31410131700000000",2014-08-01,33661,"4430","MERSINGTON","AVE","4430   MERSINGTON AVE","Kansas City","Missouri",-94.53946318,39.0447649,"Yes"
"1302","K2013-02782","31410140200000000",2014-08-01,33695,"4401","MERSINGTON","AVE","4401   MERSINGTON AVE","Kansas City","Missouri",-94.53875987,39.04574991,"Yes"
"1303","K2013-02787","31410202200000000",2014-08-01,34214,"4539","CLEVELAND","AVE","4539   CLEVELAND AVE","Kansas City","Missouri",-94.53917601,39.04276295,"Yes"
"1304","K2013-02805","31420123000000000",2014-08-01,34665,"4406","AGNES","AVE","4406   AGNES AVE","Kansas City","Missouri",-94.54980726,39.04587483,"Yes"
"1305","K2013-02810","31420202100000000",2014-08-01,34818,"4548","SOUTH BENTON","AVE","4548   SOUTH BENTON AVE","Kansas City","Missouri",-94.55127963,39.04280862,"Yes"
"1306","K2013-02811","31420212400000000",2014-08-01,34909,"4530","CHESTNUT","AVE","4530   CHESTNUT AVE","Kansas City","Missouri",-94.5522416,39.04342704,"Yes"
"1307","K2013-02817","31420231400000000",2014-08-01,34930,"4639","PROSPECT","AVE","4639   PROSPECT AVE","Kansas City","Missouri",-94.55396558,39.04132549,"Yes"
"1308","K2013-02818","31420231600000000",2014-08-01,34932,"4643","PROSPECT","AVE","4643   PROSPECT AVE","Kansas City","Missouri",-94.55388643,39.04111296,"Yes"
"1309","K2013-02822","31420252100000000",2014-08-01,34737,"4640","SOUTH BENTON","AVE","4640   SOUTH BENTON AVE","Kansas City","Missouri",-94.5513536,39.04120149,"Yes"
"1310","K2013-02823","31420260400000000",2014-08-01,34721,"4607","SOUTH BENTON","AVE","4607   SOUTH BENTON AVE","Kansas City","Missouri",-94.55076874,39.04234086,"Yes"
"1311","K2013-02824","31420260500000000",2014-08-01,34722,"4611","SOUTH BENTON","AVE","4611   SOUTH BENTON AVE","Kansas City","Missouri",-94.55077362,39.04224473,"Yes"
"1312","K2013-02825","31420262700000000",2014-08-01,34715,"4608","AGNES","AVE","4608   AGNES AVE","Kansas City","Missouri",-94.55038636,39.04213467,"Yes"
"1313","K2013-02827","31430110100000000",2014-08-01,35152,"4900","MONTGALL","AVE","4900   MONTGALL AVE","Kansas City","Missouri",-94.55372562,39.03720063,"Yes"
"1314","K2013-02828","31430112500000000",2014-08-01,35153,"4904","MONTGALL","AVE","4904   MONTGALL AVE","Kansas City","Missouri",-94.55373104,39.03710036,"Yes"
"1315","K2013-02833","31430143100000000",2014-08-01,35068,"4920","AGNES","AVE","4920   AGNES AVE","Kansas City","Missouri",-94.55030064,39.03640408,"Yes"
"1316","K2013-02835","31430151700000000",2014-08-01,35282,"4945","AGNES","AVE","4945   AGNES AVE","Kansas City","Missouri",-94.5496741,39.03552975,"Yes"
"1317","K2013-02840","31430200300000000",2014-08-01,35341,"5005","WALROND","AVE","5005   WALROND AVE","Kansas City","Missouri",-94.54738316,39.03506446,"Yes"
"1318","K2013-02843","31430210400000000",2014-08-01,35371,"5009","BELLEFONTAINE","AVE","5009   BELLEFONTAINE AVE","Kansas City","Missouri",-94.54854288,39.03499616,"Yes"
"1319","K2013-02844","31430211300000000",2014-08-01,35362,"5035","BELLEFONTAINE","AVE","5035   BELLEFONTAINE AVE","Kansas City","Missouri",-94.54859386,39.03406569,"Yes"
"1320","K2013-02845","31430212100000000",2014-08-01,35354,"5036","WALROND","AVE","5036   WALROND AVE","Kansas City","Missouri",-94.54811068,39.0339596,"Yes"
"1321","K2013-02852","31510070500000000",2014-08-01,32737,"4327","HARDESTY","AVE","4327   HARDESTY AVE","Kansas City","Missouri",-94.52551579,39.04576022,"Yes"
"1322","K2013-02858","31520092200000000",2014-08-01,33068,"4412","CYPRESS","AVE","4412   CYPRESS AVE","Kansas City","Missouri",-94.53251786,39.04513236,"Yes"
"1323","K2013-02859","31520100200000000",2014-08-01,33086,"4401","CYPRESS","AVE","4401   CYPRESS AVE","Kansas City","Missouri",-94.53183525,39.04551752,"Yes"
"1324","K2013-02860","31520100400000000",2014-08-01,33084,"4409","CYPRESS","AVE","4409   CYPRESS AVE","Kansas City","Missouri",-94.53185101,39.0452363,"Yes"
"1325","K2013-02864","31520180200000000",2014-08-01,33093,"4501","CYPRESS","AVE","4501   CYPRESS AVE","Kansas City","Missouri",-94.53193867,39.04371336,"Yes"
"1326","K2013-02867","31520222100000000",2014-08-01,33350,"4619","CHELSEA","AVE","4619   CHELSEA AVE","Kansas City","Missouri",-94.52763715,39.04106747,"Yes"
"1327","K2013-02874","31640081700000000",2014-08-01,54251,"7156","SNI-A-BAR","RD","7156   SNI-A-BAR RD","Kansas City","Missouri",-94.50122083,39.03660391,"Yes"
"1328","K2013-02884","31810020800000000",2014-08-01,37415,"5123","HARDESTY","AVE","5123   HARDESTY AVE","Kansas City","Missouri",-94.52124915,39.03130075,"Yes"
"1329","K2013-02894","31820191200000000",2014-08-01,37841,"4208","55TH","ST","4208  E 55TH ST","Kansas City","Missouri",-94.5360599,39.02613019,"Yes"
"1330","K2013-02909","31840050100000000",2014-08-01,38121,"5600","HARDESTY","AVE","5600   HARDESTY AVE","Kansas City","Missouri",-94.52217777,39.02349231,"Yes"
"1331","K2013-02910","31840051200000000",2014-08-01,38127,"5620","HARDESTY","AVE","5620   HARDESTY AVE","Kansas City","Missouri",-94.5220312,39.02277221,"Yes"
"1332","K2013-02913","31910082300000000",2014-08-01,35728,"3469","54TH","ST","3469  E 54TH ST","Kansas City","Missouri",-94.54350629,39.02779913,"Yes"
"1333","K2013-02920","31910192600000000",2014-08-01,35857,"5426","NORTON","AVE","5426   NORTON AVE","Kansas City","Missouri",-94.53815917,39.02679286,"Yes"
"1334","K2013-02921","31910193600000000",2014-08-01,35833,"5344","NORTON","AVE","5344   NORTON AVE","Kansas City","Missouri",-94.53806518,39.02845708,"Yes"
"1335","K2013-02930","31920050900000000",2014-08-01,36143,"5115","SOUTH BENTON","AVE","5115   SOUTH BENTON AVE","Kansas City","Missouri",-94.55097056,39.03286731,"Yes"
"1336","K2013-02933","31920080300000000",2014-08-01,36118,"5109","PROSPECT","AVE","5109   PROSPECT AVE","Kansas City","Missouri",-94.55438103,39.03331211,"Yes"
"1337","K2013-02935","31920110600000000",2014-08-01,36112,"5209","CHESTNUT","AVE","5209   CHESTNUT AVE","Kansas City","Missouri",-94.55222078,39.03135211,"Yes"
"1338","K2013-02938","31920122100000000",2014-08-01,36178,"5228","AGNES","AVE","5228   AGNES AVE","Kansas City","Missouri",-94.55061131,39.03072199,"Yes"
"1339","K2013-02951","31930051400000000",2014-08-01,36505,"5520","JAUDON","AVE","5520   JAUDON AVE","Kansas City","Missouri",-94.55038411,39.02524573,"Yes"
"1340","K2013-02953","31930071500000000",2014-08-01,36582,"5544","SOUTH BENTON","AVE","5544   SOUTH BENTON AVE","Kansas City","Missouri",-94.55245669,39.0248762,"Yes"
"1341","K2013-02957","31930131500000000",2014-08-01,36642,"5647","SOUTH BENTON","AVE","5647   SOUTH BENTON AVE","Kansas City","Missouri",-94.55198656,39.02295552,"Yes"
"1342","K2013-02958","31930140100000000",2014-08-01,36510,"5600","JAUDON","AVE","5600   JAUDON AVE","Kansas City","Missouri",-94.55043625,39.02444254,"Yes"
"1343","K2013-02960","31930171000000000",2014-08-01,36760,"5749","COLLEGE","AVE","5749   COLLEGE AVE","Kansas City","Missouri",-94.54711586,39.0208604,"Yes"
"1344","K2013-02961","31930260600000000",2014-08-01,36650,"5815","PROSPECT","AVE","5815   PROSPECT AVE","Kansas City","Missouri",-94.55522332,39.02041171,"Yes"
"1345","K2013-02964","31930320600000000",2014-08-01,36798,"3308","59TH","ST","3308  E 59TH ST","Kansas City","Missouri",-94.54709502,39.01925846,"Yes"
"1346","K2013-02974","31940130400000000",2014-08-01,37063,"3635","58TH","ST","3635  E 58TH ST","Kansas City","Missouri",-94.54286614,39.02069745,"Yes"
"1347","K2013-02975","31940130800000000",2014-08-01,37059,"3611","58TH","ST","3611  E 58TH ST","Kansas City","Missouri",-94.54376025,39.02072995,"Yes"
"1348","K2013-02980","31940163000000000",2014-08-01,37117,"3540","59TH","ST","3540  E 59TH ST","Kansas City","Missouri",-94.54472112,39.01922677,"Yes"
"1349","K2013-02982","31940171600000000",2014-08-01,37264,"3910","58TH","TER","3910  E 58TH TER","Kansas City","Missouri",-94.53988611,39.01998142,"Yes"
"1350","K2013-02985","32410040400000000",2014-08-01,50336,"4600","RAYTOWN","RD","4600 A  RAYTOWN RD","Kansas City","Missouri",-94.48459457,39.04108486,"Yes"
"1351","K2013-02991","32430030900000000",2014-08-01,50509,"7608","47TH","TER","7608  E 47TH TER","Kansas City","Missouri",-94.49628188,39.03840407,"Yes"
"1352","K2013-02996","32430170900000000",2014-08-01,50814,"5007","MANCHESTER","AVE","5007   MANCHESTER AVE","Kansas City","Missouri",-94.49424831,39.0333449,"Yes"
"1353","K2013-03004","32910046200000000",2014-08-01,51179,"5108","RINKER","RD","5108   RINKER RD","Kansas City","Missouri",-94.48797833,39.03057656,"Yes"
